id,synset,synonyms,def,instance_count,image_count,frequency,,,,,,
473,freshener.n.01,freshener|air_freshener,anything that freshens air by removing or covering odor,39,32,c,,,,,,
523,gun.n.01,gun,a weapon that discharges a bullet at high velocity from a metal tube,68,32,c,,,,,,
888,robe.n.01,robe,any loose flowing garment,77,32,c,,,,,,
1196,wrench.n.03,wrench|spanner,a hand tool that is used to hold or twist a nut or bolt,80,32,c,,,,,,
16,aquarium.n.01,aquarium|fish_tank,a tank/pool/bowl filled with water for keeping live fish and underwater animals,36,33,c,,,,,,
22,artichoke.n.02,artichoke,a thistlelike flower head with edible fleshy leaves and heart,293,33,c,,,,,,
859,quiche.n.02,quiche,a tart filled with rich unsweetened custard, often contains other ingredients (as cheese or ham or seafood or vegetables),33,10,r,,,,,
1088,tiger.n.02,tiger,large feline of forests in most of Asia having a tawny coat with black stripes,67,33,c,,,,,,
293,comforter.n.04,pacifier|teething_ring,device used for an infant to suck or bite on,40,34,c,,,,,,
683,medicine.n.02,medicine,something that treats or prevents or alleviates the symptoms of disease,243,34,c,,,,,,
826,poker.n.01,poker_(fire_stirring_tool)|stove_poker|fire_hook,fire iron consisting of a metal rod with a handle, used to stir a fire,34,14,c,,,,,
906,salami.n.01,salami,highly seasoned fatty sausage of pork and beef usually dried,290,34,c,,,,,,
1106,tortilla.n.01,tortilla,thin unleavened pancake made from cornmeal or wheat flour,135,34,c,,,,,,
141,bowler_hat.n.01,bowler_hat|bowler|derby_hat|derby|plug_hat,a felt hat that is round and hard with a narrow brim,89,35,c,,,,,,
212,card.n.03,card,a rectangular piece of paper used to send messages (e.g. greetings or pictures),122,35,c,,,,,,
216,carriage.n.02,horse_carriage,a vehicle with wheels drawn by one or more horses,49,35,c,,,,,,
327,crescent_roll.n.01,crescent_roll|croissant,very rich flaky crescent-shaped roll,152,35,c,,,,,,
450,fishing_rod.n.01,fishing_rod|fishing_pole,a rod that is used in fishing to extend the fishing line,84,35,c,,,,,,
596,jet.n.01,jet_plane|jet-propelled_plane,an airplane powered by one or more jet engines,87,35,c,,,,,,
863,racket.n.04,racket|racquet,a sports implement used to strike a ball in various games,64,35,c,,,,,,
901,saddlebag.n.01,saddlebag,a large bag (or pair of bags) hung over a saddle,56,35,c,,,,,,
1069,teakettle.n.01,teakettle,kettle for boiling water to make tea,40,35,c,,,,,,
44,bamboo.n.02,bamboo,woody tropical grass having hollow woody stems,243,36,c,,,,,,
328,crib.n.01,crib|cot,baby bed with high sides made of slats,40,36,c,,,,,,
412,easel.n.01,easel,an upright tripod for displaying something (usually an artist's canvas),43,36,c,,,,,,
512,gravestone.n.01,gravestone|headstone|tombstone,a stone that is used to mark a grave,778,36,c,,,,,,
833,postbox.n.01,postbox_(public)|mailbox_(public),public box for deposit of mail,57,36,c,,,,,,
871,ram.n.05,ram_(animal),uncastrated adult male sheep,132,36,c,,,,,,
1013,step_stool.n.01,step_stool,a stool that has one or two steps that fold under the seat,43,36,c,,,,,,
1082,thermos.n.01,thermos_bottle,vacuum flask that preserves temperature of hot or cold drinks,49,36,c,,,,,,
124,bolt.n.03,deadbolt,the part of a lock that is engaged or withdrawn with a key,46,37,c,,,,,,
158,brussels_sprouts.n.01,brussels_sprouts,the small edible cabbage-like buds growing along a stalk,590,37,c,,,,,,
457,flashlight.n.01,flashlight|torch,a small portable battery-powered electric lamp,48,37,c,,,,,,
601,kayak.n.01,kayak,a small canoe consisting of a light frame made watertight with animal skins,124,37,c,,,,,,
1089,tights.n.01,tights_(clothing)|leotards,skintight knit hose covering the body from the waist to the feet worn by acrobats and dancers and as stockings by women and girls,45,37,c,,,,,,
1138,vacuum.n.04,vacuum_cleaner,an electrical home appliance that cleans by suction,38,37,c,,,,,,
311,cornet.n.01,cornet|horn|trumpet,a brass musical instrument with a narrow tube and a flared bell and many valves,65,38,c,,,,,,
383,dolphin.n.02,dolphin,any of various small toothed whales with a beaklike snout, larger than porpoises,38,13,c,,,,,
593,jeep.n.01,jeep|landrover,a car suitable for traveling over rough terrain,55,38,c,,,,,,
608,kimono.n.01,kimono,a loose robe, imitated from robes originally worn by Japanese,38,24,c,,,,,
418,eggbeater.n.02,eggbeater|eggwhisk,a mixer for beating eggs or whipping cream,52,39,c,,,,,,
673,mashed_potato.n.01,mashed_potato,potato that has been peeled and boiled and then mashed,58,39,c,,,,,,
932,seashell.n.01,seashell,the shell of a marine organism,451,39,c,,,,,,
107,black_sheep.n.02,black_sheep,sheep with a black coat,214,40,c,,,,,,
108,blackberry.n.01,blackberry,large sweet black or very dark purple edible aggregate fruit,406,40,c,,,,,,
122,boiled_egg.n.01,boiled_egg|coddled_egg,egg cooked briefly in the shell in gently boiling water,125,40,c,,,,,,
191,camper.n.02,camper_(vehicle)|camping_bus|motor_home,a recreational vehicle equipped for camping out while traveling,102,40,c,,,,,,
408,eagle.n.01,eagle,large birds of prey noted for their broad wings and strong soaring flight,48,40,c,,,,,,
747,paintbrush.n.01,paintbrush,a brush used as an applicator to apply paint,91,40,c,,,,,,
1068,teacup.n.02,teacup,a cup from which tea is drunk,152,40,c,,,,,,
28,award.n.02,award|accolade,a tangible symbol signifying approval or distinction,163,41,c,,,,,,
62,basketball.n.02,basketball,an inflated ball used in playing basketball,56,41,c,,,,,,
103,birdhouse.n.01,birdhouse,a shelter for birds,60,41,c,,,,,,
417,egg_yolk.n.01,egg_yolk|yolk_(egg),the yellow spherical part of an egg,90,41,c,,,,,,
484,garden_hose.n.01,garden_hose,a hose used for watering a lawn or garden,50,41,c,,,,,,
530,hammer.n.02,hammer,a hand tool with a heavy head and a handle, used to deliver an impulsive force by striking,41,26,c,,,,,
1036,sunhat.n.01,sunhat,a hat with a broad brim that protects the face from direct exposure to the sun,170,41,c,,,,,,
1094,toast.n.01,toast_(food),slice of bread that has been toasted,125,41,c,,,,,,
1107,tow_truck.n.01,tow_truck,a truck equipped to hoist and pull wrecked cars (or to remove cars from no-parking zones),45,41,c,,,,,,
33,backboard.n.01,basketball_backboard,a raised vertical board with basket attached, used to play basketball,42,31,c,,,,,
72,bead.n.01,bead,"a small ball with a hole through the middle used for ornamentation, jewellery, etc.",1371,42,c,,,,,,
263,clasp.n.01,clasp,a fastener (as a buckle or hook) that is used to hold two things together,197,42,c,,,,,,
288,coin.n.01,coin,a flat metal piece (usually a disc) used as money,305,42,c,,,,,,
475,frog.n.01,frog|toad|toad_frog,a tailless stout-bodied amphibians with long hind limbs for leaping,84,42,c,,,,,,
612,kitten.n.01,kitten|kitty,young domestic cat,60,42,c,,,,,,
649,lion.n.01,lion,large gregarious predatory cat of Africa and India,69,43,c,,,,,,
681,measuring_stick.n.01,measuring_stick|ruler_(measuring_stick)|measuring_rod,measuring instrument having a sequence of marks at regular intervals,57,43,c,,,,,,
950,shopping_cart.n.01,shopping_cart,a handcart that holds groceries or other goods while shopping,90,43,c,,,,,,
18,armband.n.02,armband,a band worn around the upper arm,85,44,c,,,,,,
278,coat_hanger.n.01,coat_hanger|clothes_hanger|dress_hanger,a hanger that is shaped like a person's shoulders,282,44,c,,,,,,
359,deer.n.01,deer|cervid,distinguished from Bovidae by the male's having solid deciduous antlers,130,44,c,,,,,,
555,helicopter.n.01,helicopter,an aircraft without wings that obtains its lift from the rotation of overhead blades,68,44,c,,,,,,
1125,trunk.n.02,trunk,luggage consisting of a large strong case used when traveling or for storage,334,44,c,,,,,,
1127,turban.n.01,turban,a traditional headdress consisting of a long scarf wrapped around the head,124,44,c,,,,,,
1171,watering_can.n.01,watering_can,a container with a handle and a spout with a perforated nozzle, used to sprinkle water over plants,44,28,c,,,,,
246,chip.n.04,crisp_(potato_chip)|potato_chip,a thin crisp slice of potato fried in deep fat,541,45,c,,,,,,
996,spice_rack.n.01,spice_rack,a rack for displaying containers filled with spices,54,45,c,,,,,,
1170,water_tower.n.01,water_tower,a large reservoir for water,60,45,c,,,,,,
26,atomizer.n.01,atomizer|atomiser|spray|sprayer|nebulizer|nebuliser,a dispenser that turns a liquid (such as perfume) into a fine mist,67,46,c,,,,,,
290,coleslaw.n.01,coleslaw|slaw,basically shredded cabbage,72,46,c,,,,,,
419,eggplant.n.01,eggplant|aubergine,egg-shaped vegetable having a shiny skin typically dark purple,337,46,c,,,,,,
697,money.n.03,money,the official currency issued by a government or national bank,122,46,c,,,,,,
1152,wagon_wheel.n.01,wagon_wheel,a wheel of a wagon,209,46,c,,,,,,
37,bagel.n.01,bagel|beigel,glazed yeast-raised doughnut-shaped roll with hard crust,372,47,c,,,,,,
767,parrot.n.01,parrot,usually brightly colored tropical birds with short hooked beaks and the ability to mimic sounds,76,47,c,,,,,,
786,penguin.n.01,penguin,short-legged flightless birds of cold southern regions having webbed feet and wings modified as flippers,229,47,c,,,,,,
1140,vending_machine.n.01,vending_machine,a slot machine for selling goods,65,47,c,,,,,,
1182,wig.n.01,wig,hairpiece covering the head and made of real or synthetic hair,69,47,c,,,,,,
1184,windmill.n.01,windmill,A mill or turbine that is powered by wind,202,47,c,,,,,,
70,battery.n.02,battery,a portable device that produces electricity,155,48,c,,,,,,
120,bobbin.n.01,bobbin|spool|reel,a thing around which thread/tape/film or other flexible materials can be wound,190,48,c,,,,,,
337,cruiser.n.01,police_cruiser|patrol_car|police_car|squad_car,a car in which policemen cruise the streets,86,48,c,,,,,,
494,gift_wrap.n.01,gift_wrap,attractive wrapping paper suitable for wrapping gifts,247,48,c,,,,,,
529,hamburger.n.01,hamburger|beefburger|burger,a sandwich consisting of a patty of minced beef served on a bun,126,48,c,,,,,,
629,lantern.n.01,lantern,light in a transparent protective case,364,48,c,,,,,,
1154,wall_clock.n.01,wall_clock,a clock mounted on a wall,100,48,c,,,,,,
315,costume.n.04,costume,the attire characteristic of a country or a time or a social class,124,49,c,,,,,,
384,domestic_ass.n.01,domestic_ass|donkey,domestic beast of burden descended from the African wild ass, patient but stubborn,49,29,c,,,,,
741,owl.n.01,owl,nocturnal bird of prey with hawk-like beak and claws and large head with front-facing eyes,73,49,c,,,,,,
867,radish.n.03,radish|daikon,pungent edible root of any of various cultivated radish plants,519,49,c,,,,,,
499,globe.n.03,globe,a sphere on which a map (especially of the earth) is represented,59,50,c,,,,,,
562,hog.n.03,hog|pig,domestic swine,73,50,c,,,,,,
819,platter.n.01,platter,a large shallow dish used for serving food,148,50,c,,,,,,
1065,tartan.n.01,tartan|plaid,a cloth having a crisscross design,68,50,c,,,,,,
1073,telephone_booth.n.01,telephone_booth|phone_booth|call_box|telephone_box|telephone_kiosk,booth for using a telephone,62,50,c,,,,,,
1090,timer.n.01,timer|stopwatch,a timepiece that measures a time interval and signals its end,62,50,c,,,,,,
1169,water_ski.n.01,water_ski,broad ski for skimming over water towed by a speedboat (DO NOT MARK WATER),98,50,c,,,,,,
47,bandage.n.01,bandage,a piece of soft material that covers and protects an injured part of the body,92,51,c,,,,,,
1009,steak.n.01,steak_(food),a slice of meat cut from the fleshy part of an animal or large fish,139,51,c,,,,,,
847,projector.n.02,projector,an optical instrument that projects an enlarged image onto a screen,54,52,c,,,,,,
870,raincoat.n.01,raincoat|waterproof_jacket,a water-resistant coat,303,52,c,,,,,,
893,rolling_pin.n.01,rolling_pin,utensil consisting of a cylinder (usually of wood) with a handle at each end, used to roll out dough,52,47,c,,,,,
1046,sword.n.01,sword,a cutting or thrusting weapon that has a long metal blade,72,52,c,,,,,,
1200,yogurt.n.01,yogurt|yoghurt|yoghourt,a custard-like food made from curdled milk,116,52,c,,,,,,
67,bathrobe.n.01,bathrobe,a loose-fitting robe of towelling, worn after a bath or swim,53,42,c,,,,,
322,cracker.n.01,cracker,a thin crisp wafer,510,54,c,,,,,,
436,fighter.n.02,fighter_jet|fighter_aircraft|attack_aircraft,a high-speed military or naval airplane designed to destroy enemy targets,115,54,c,,,,,,
511,grater.n.01,grater,utensil with sharp perforations for shredding foods (as vegetables or cheese),64,54,c,,,,,,
1014,stereo.n.01,stereo_(sound_system),electronic device for playing audio,77,54,c,,,,,,
1160,washer.n.03,automatic_washer|washing_machine,a home appliance for washing clothes and linens automatically,68,54,c,,,,,,
199,canister.n.02,canister|cannister,metal container for storing dry foods such as tea or flour,218,55,c,,,,,,
889,rocking_chair.n.01,rocking_chair,a chair mounted on rockers,70,55,c,,,,,,
546,head_covering.n.01,veil,a garment that covers the head OR face,57,56,c,,,,,,
970,sled.n.01,sled|sledge|sleigh,"a vehicle or flat object for transportation over snow by sliding or pulled by dogs, etc.",102,56,c,,,,,,
1040,sweat_pants.n.01,sweat_pants,loose-fitting trousers with elastic cuffs, worn by athletes,56,35,c,,,,,
1051,table_lamp.n.01,table_lamp,a lamp that sits on a table,81,56,c,,,,,,
1194,wooden_spoon.n.02,wooden_spoon,a spoon made of wood,123,56,c,,,,,,
91,beret.n.01,beret,a cap with no brim or bill, made of soft cloth,57,18,c,,,,,
184,calculator.n.02,calculator,a small machine that is used for mathematical calculations,60,57,c,,,,,,
554,heater.n.01,heater|warmer,device that heats water or supplies warmth to a room,64,57,c,,,,,,
839,potholder.n.01,potholder,an insulated pad for holding hot pots,112,57,c,,,,,,
7,almond.n.02,almond,oval-shaped edible seed of the almond tree,1700,59,c,,,,,,
399,drum.n.01,drum_(musical_instrument),a musical percussion instrument, usually consists of a hollow cylinder with a membrane stretched across each end,59,28,c,,,,,
493,giant_panda.n.01,giant_panda|panda|panda_bear,large black-and-white herbivorous mammal of bamboo forests of China and Tibet,112,59,c,,,,,,
84,beer_can.n.01,beer_can,a can that holds beer,203,60,c,,,,,,
1192,wok.n.01,wok,pan with a convex bottom, used for frying in Chinese cooking,60,26,c,,,,,
165,bullet_train.n.01,bullet_train,a high-speed passenger train,80,61,c,,,,,,
695,mitten.n.01,mitten,glove that encases the thumb separately and the other four fingers together,156,61,c,,,,,,
877,receipt.n.02,receipt,an acknowledgment (usually tangible) that payment has been made,89,61,c,,,,,,
707,muffin.n.01,muffin,a sweet quick bread baked in a cup-shaped pan,352,62,c,,,,,,
744,pad.n.04,pad,mostly arm/knee pads labeled,264,62,c,,,,,,
801,pie.n.01,pie,dish baked in pastry-lined pan often with a pastry top,228,62,c,,,,,,
145,brace.n.06,suspenders,elastic straps that hold trousers up (usually used in the plural),88,63,c,,,,,,
220,carton.n.02,carton,a container made of cardboard for holding food or drink,206,63,c,,,,,,
507,goose.n.01,goose,"loud, web-footed long-necked aquatic birds usually larger than ducks",413,63,c,,,,,,
1022,strainer.n.01,strainer,a filter to retain larger pieces while smaller pieces and liquids pass through,99,63,c,,,,,,
1,aerosol.n.02,aerosol_can|spray_can,a dispenser that holds a substance under pressure,109,64,c,,,,,,
406,dumpster.n.01,dumpster,a container designed to receive and transport and dump waste,95,64,c,,,,,,
922,school_bus.n.01,school_bus,a bus used to transport children to or from school,142,64,c,,,,,,
256,chute.n.02,slide,sloping channel through which things can descend,106,65,c,,,,,,
487,garlic.n.02,garlic|ail,aromatic bulb used as seasoning,487,65,c,,,,,,
861,rabbit.n.01,rabbit,any of various burrowing animals of the family Leporidae having long ears and short tails,139,65,c,,,,,,
1006,stapler.n.01,stapler_(stapling_machine),a machine that inserts staples into sheets of paper in order to fasten them together,68,65,c,,,,,,
1076,television_camera.n.01,television_camera|tv_camera,television equipment for capturing and recording video,117,65,c,,,,,,
386,doormat.n.02,doormat|welcome_mat,a mat placed outside an exterior door for wiping the shoes before entering,78,66,c,,,,,,
579,ice_cream.n.01,icecream,frozen dessert containing cream and sugar and flavoring,180,66,c,,,,,,
334,crown.n.04,crown,an ornamental jeweled headdress signifying sovereignty,126,67,c,,,,,,
464,folding_chair.n.01,folding_chair,a chair that can be folded flat for storage,303,67,c,,,,,,
1085,thread.n.01,thread|yarn,a fine cord of twisted fibers (of cotton or silk or wool or nylon etc.) used in sewing and weaving,320,67,c,,,,,,
1066,tassel.n.01,tassel,adornment consisting of a bunch of cords fastened at one end,276,68,c,,,,,,
363,diaper.n.01,diaper,garment consisting of a folded cloth drawn up between the legs and fastened at the waist,89,69,c,,,,,,
790,pepper_mill.n.01,pepper_mill|pepper_grinder,a mill for grinding pepper,91,69,c,,,,,,
1041,sweatband.n.02,sweatband,a band of material tied around the forehead or wrist to absorb sweat,145,69,c,,,,,,
1164,water_faucet.n.01,water_faucet|water_tap|tap_(water_faucet),a faucet for drawing water from a pipe or cask,109,69,c,,,,,,
25,asparagus.n.02,asparagus,edible young shoots of the asparagus plant,969,70,c,,,,,,
128,bookcase.n.01,bookcase,a piece of furniture with shelves for storing books,113,70,c,,,,,,
872,raspberry.n.02,raspberry,red or black edible aggregate berries usually smaller than the related blackberries,778,70,c,,,,,,
1151,wagon.n.01,wagon,any of various kinds of wheeled vehicles drawn by an animal or a tractor,121,70,c,,,,,,
1185,window_box.n.01,window_box_(for_plants),a container for growing plants on a windowsill,253,70,c,,,,,,
241,chicken.n.02,chicken_(animal),a domestic fowl bred for flesh or eggs,417,71,c,,,,,,
335,crucifix.n.01,crucifix,representation of the cross on which Jesus died,99,71,c,,,,,,
680,measuring_cup.n.01,measuring_cup,graduated cup used to measure liquid or granular ingredients,139,71,c,,,,,,
723,noseband.n.01,noseband_(for_animals)|nosepiece_(for_animals),a strap that is the part of a bridle that goes over the animal's nose,120,71,c,,,,,,
737,ostrich.n.02,ostrich,fast-running African flightless bird with two-toed feet, largest living bird,71,47,c,,,,,
774,peach.n.03,peach,downy juicy fruit with sweet yellowish or whitish flesh,1041,71,c,,,,,,
206,cappuccino.n.01,cappuccino|coffee_cappuccino,equal parts of espresso and steamed milk,87,72,c,,,,,,
539,handkerchief.n.01,handkerchief,a square piece of cloth used for wiping the eyes or nose or as a costume accessory,86,72,c,,,,,,
753,pancake.n.01,pancake,a flat cake of thin batter fried on both sides on a griddle,295,72,c,,,,,,
762,parasail.n.01,parasail_(sports),parachute that will lift a person up into the air when it is towed by a motorboat or a car,385,72,c,,,,,,
740,overall.n.01,overalls_(clothing),work clothing consisting of denim trousers usually with a bib and shoulder straps,76,73,c,,,,,,
1195,wreath.n.01,wreath,"an arrangement of flowers, leaves, or stems fastened in a ring",119,73,c,,,,,,
552,headstall.n.01,headstall_(for_horses)|headpiece_(for_horses),the band that is the part of a bridle that fits around a horse's head,133,74,c,,,,,,
699,monkey.n.01,monkey,any of various long-tailed primates,166,74,c,,,,,,
725,notepad.n.01,notepad,a pad of paper for keeping notes,187,74,c,,,,,,
954,shovel.n.01,shovel,"a hand tool for lifting loose material such as snow, dirt, etc.",110,74,c,,,,,,
584,igniter.n.01,igniter|ignitor|lighter,a substance or device used to start a fire,77,75,c,,,,,,
54,barrette.n.01,barrette,a pin for holding women's hair in place,119,76,c,,,,,,
166,bulletin_board.n.02,bulletin_board|notice_board,a board that hangs on a wall, displays announcements,76,51,c,,,,,
393,dress_hat.n.01,dress_hat|high_hat|opera_hat|silk_hat|top_hat,a man's hat with a tall crown, usually covered with silk or with beaver fur,76,46,c,,,,,
636,legging.n.01,legging_(clothing)|leging_(clothing)|leg_covering,a garment covering the leg (usually extending from the knee to the ankle),154,76,c,,,,,,
773,pea.n.01,pea_(food),seed of a pea plant used for food,1869,76,c,,,,,,
928,sculpture.n.01,sculpture,a three-dimensional work of art,202,76,c,,,,,,
455,flap.n.01,flap,"any broad thin covering attached at one edge, such as a mud flap next to a wheel or a flap on an airplane wing",218,77,c,,,,,,
1180,whipped_cream.n.01,whipped_cream,cream that has been beaten until light and fluffy,201,77,c,,,,,,
794,pet.n.01,pet,a domesticated animal kept for companionship or amusement,103,79,c,,,,,,
176,butterfly.n.01,butterfly,insect typically having a slender body with knobbed antennae and broad colorful wings,296,80,c,,,,,,
841,pouch.n.01,pouch,a small or medium size container for holding or carrying things,131,80,c,,,,,,
854,pumpkin.n.02,pumpkin,usually large pulpy deep-yellow round fruit of the squash family maturing in late summer or early autumn,1192,80,c,,,,,,
1111,tractor.n.01,tractor_(farm_equipment),a wheeled vehicle with large wheels, used in farming and other applications,80,61,c,,,,,
92,bib.n.02,bib,a napkin tied under the chin of a child while eating,96,81,c,,,,,,
370,dish.n.05,dish_antenna,directional antenna consisting of a parabolic reflector,153,81,c,,,,,,
613,kiwi.n.03,kiwi_fruit,fuzzy brown egg-shaped fruit with slightly tart green flesh,702,81,c,,,,,,
162,bull.n.11,horned_cow,a cow with horns,230,82,c,,,,,,
424,envelope.n.01,envelope,"a flat (usually rectangular) container for a letter, thin package, etc.",210,82,c,,,,,,
1034,sunflower.n.01,sunflower,any plant of the genus Helianthus having large flower heads with dark disk florets and showy yellow rays,618,82,c,,,,,,
153,briefcase.n.01,briefcase,a case with a handle, for carrying papers or files or books,84,50,c,,,,,
198,cane.n.01,walking_cane,a stick that people can lean on to help them walk,106,84,c,,,,,,
999,sponge.n.01,sponge,a porous mass usable to absorb water typically used for cleaning,116,85,c,,,,,,
129,booklet.n.01,booklet|brochure|leaflet|pamphlet,a small book usually having a paper cover,439,86,c,,,,,,
239,cherry.n.03,cherry,a red fruit with a single hard stone,903,87,c,,,,,,
802,pigeon.n.01,pigeon,wild and domesticated birds having a heavy body and short legs,1850,87,c,,,,,,
1179,wheelchair.n.01,wheelchair,a movable chair mounted on large wheels,107,87,c,,,,,,
926,screwdriver.n.01,screwdriver,a hand tool for driving screws, has a tip that fits into the head of a screw,88,49,c,,,,,
622,ladle.n.01,ladle,a spoon-shaped vessel with a long handle frequently used to transfer liquids,226,89,c,,,,,,
190,camera_lens.n.01,camera_lens,a lens that focuses the image in a camera,167,90,c,,,,,,
558,highchair.n.01,highchair|feeding_chair,a chair for feeding a very young child,98,90,c,,,,,,
537,handcart.n.01,handcart|pushcart|hand_truck,wheeled vehicle that can be pushed by a person,204,91,c,,,,,,
667,manger.n.01,manger|trough,a container (usually in a barn or stable) from which cattle or horses feed,126,91,c,,,,,,
696,mixer.n.04,mixer_(kitchen_tool)|stand_mixer,a kitchen utensil that is used for mixing foods,108,91,c,,,,,,
935,shampoo.n.01,shampoo,cleansing agent consisting of soaps or detergents used for washing the hair,254,91,c,,,,,,
843,prawn.n.01,prawn|shrimp,any of various edible decapod crustaceans,779,92,c,,,,,,
495,ginger.n.03,ginger|gingerroot,the root of the common ginger plant, used fresh as a seasoning,93,17,c,,,,,
768,passenger_car.n.01,passenger_car_(part_of_a_train)|coach_(part_of_a_train),a railcar where passengers ride,465,93,c,,,,,,
97,binder.n.03,binder|ring-binder,holds loose papers or magazines,311,94,c,,,,,,
148,brassiere.n.01,brassiere|bra|bandeau,an undergarment worn by women to support their breasts,118,95,c,,,,,,
182,cabinet.n.03,locker|storage_locker,a storage compartment for clothes and valuables, usually it has a lock,95,7,r,,,,,
186,calf.n.01,calf,young of domestic cattle,301,95,c,,,,,,
267,clip.n.03,clip,any of various small fasteners used to hold loose articles together,301,95,c,,,,,,
312,cornice.n.01,cornice|valance|valance_board|pelmet,a decorative framework to conceal curtain fixtures at the top of a window casing,149,95,c,,,,,,
550,headscarf.n.01,headscarf,a kerchief worn over the head and tied under the chin,235,96,c,,,,,,
522,gull.n.02,gull|seagull,mostly white aquatic bird having long pointed wings and short legs,1398,97,c,,,,,,
24,ashtray.n.01,ashtray,a receptacle for the ash from smokers' cigars or cigarettes,136,98,c,,,,,,
501,goat.n.01,goat,a common goat,842,99,c,,,,,,
746,padlock.n.01,padlock,"a detachable, portable lock",184,99,c,,,,,,
866,radio_receiver.n.01,radio_receiver|radio_set|radio|tuner_(radio),an electronic receiver that detects and demodulates and amplifies transmitted radio signals,123,99,c,,,,,,
736,orange_juice.n.01,orange_juice,bottled or freshly squeezed juice of oranges,223,100,c,,,,,,
306,cork.n.04,cork_(bottle_plug)|bottle_cork,the plug in the mouth of a bottle (especially a wine bottle),326,101,f,,,,,,
515,green_onion.n.01,green_onion|spring_onion|scallion,a young onion before the bulb has enlarged,1618,101,f,,,,,,
1121,tripod.n.01,tripod,a three-legged rack used for support,132,101,f,,,,,,
661,mailbox.n.01,mailbox_(at_home)|letter_box_(at_home),a private box for delivery of mail,240,102,f,,,,,,
152,bridal_gown.n.01,bridal_gown|wedding_gown|wedding_dress,a gown worn by the bride at a wedding,118,103,f,,,,,,
218,carryall.n.01,tote_bag,a capacious bag or basket,231,103,f,,,,,,
726,nut.n.03,nut,a small metal block (usually square or hexagonal) with internal screw thread to be fitted onto a bolt,790,103,f,,,,,,
116,blueberry.n.02,blueberry,sweet edible dark-blue berries of blueberry plants,2114,104,f,,,,,,
749,pajama.n.02,pajamas|pyjamas,loose-fitting nightclothes worn for sleeping or lounging,163,105,f,,,,,,
1096,toaster_oven.n.01,toaster_oven,kitchen appliance consisting of a small electric oven for toasting or warming food,114,105,f,,,,,,
369,dish.n.01,dish,a piece of dishware normally used as a container for holding or serving food,532,106,f,,,,,,
394,dress_suit.n.01,dress_suit,formalwear consisting of full evening dress for men,306,106,f,,,,,,
689,milk.n.01,milk,a white nutritious liquid secreted by mammals and used as food by human beings,227,107,f,,,,,,
776,pear.n.01,pear,sweet juicy gritty-textured fruit available in many varieties,1069,109,f,,,,,,
229,celery.n.01,celery,widely cultivated herb with aromatic leaf stalks that are eaten raw or cooked,911,110,f,,,,,,
728,oar.n.01,oar,an implement used to propel or steer a boat,488,110,f,,,,,,
274,clothespin.n.01,clothespin|clothes_peg,wood or plastic fastener, for holding clothes on a clothesline,111,23,c,,,,,
447,fish.n.01,fish,any of various mostly cold-blooded aquatic vertebrates usually having scales and breathing through gills,525,113,f,,,,,,
1134,underwear.n.01,underwear|underclothes|underclothing|underpants,undergarment worn next to the skin and under the outer garments,164,113,f,,,,,,
1156,wallet.n.01,wallet|billfold,a pocket-size case for holding papers and paper money,123,113,f,,,,,,
1191,winker.n.02,blinder_(for_horses),blinds that prevent a horse from seeing something on either side,271,113,f,,,,,,
798,piano.n.01,piano,a keyboard instrument that is played by depressing keys that cause hammers to strike tuned strings and produce sounds,126,114,f,,,,,,
1172,watermelon.n.02,watermelon,large oblong or roundish melon with a hard green rind and sweet watery red or occasionally yellowish pulp,814,114,f,,,,,,
395,dresser.n.05,dresser,a cabinet with shelves,152,115,f,,,,,,
647,lime.n.06,lime,the green acidic fruit of any of various lime trees,1134,115,f,,,,,,
27,avocado.n.01,avocado,a pear-shaped fruit with green or blackish skin and rich yellowish pulp enclosing a single large seed,1048,117,f,,,,,,
745,paddle.n.04,paddle|boat_paddle,a short light oar used without an oarlock to propel a canoe or small boat,306,118,f,,,,,,
441,fire_engine.n.01,fire_engine|fire_truck,large trucks that carry firefighters and equipment to the site of a fire,179,119,f,,,,,,
380,doll.n.01,doll,a toy replica of a HUMAN (NOT AN ANIMAL),398,120,f,,,,,,
524,hairbrush.n.01,hairbrush,a brush used to groom a person's hair,165,121,f,,,,,,
738,ottoman.n.03,ottoman|pouf|pouffe|hassock,"a thick standalone cushion used as a seat or footrest, often next to a chair",157,121,f,,,,,,
973,slipper.n.01,slipper_(footwear)|carpet_slipper_(footwear),low footwear that can be slipped on and off easily, usually worn indoors,121,58,c,,,,,
534,hand_blower.n.01,hair_dryer,a hand-held electric blower that can blow warm air onto the hair,144,123,f,,,,,,
111,blazer.n.01,blazer|sport_jacket|sport_coat|sports_jacket|sports_coat,lightweight jacket, often striped in the colors of a club or school,124,49,c,,,,,
514,green_bean.n.02,green_bean,a common bean plant cultivated for its slender green edible pods,2571,124,f,,,,,,
79,bedspread.n.01,bedspread|bedcover|bed_covering|counterpane|spread,decorative cover for a bed,188,125,f,,,,,,
203,cap.n.01,cap_(headwear),a tight-fitting headwear,636,125,f,,,,,,
586,ipod.n.01,iPod,a pocket-sized device used to play music files,172,126,f,,,,,,
927,scrub_brush.n.01,scrubbing_brush,a brush with short stiff bristles for heavy cleaning,141,126,f,,,,,,
477,frying_pan.n.01,frying_pan|frypan|skillet,a pan used for frying foods,310,128,f,,,,,,
670,marker.n.03,marker,a writing implement for making a mark,501,128,f,,,,,,
